Exported Data (35040)
88.0
87.472
90.352
89.36
81.232
92.752
87.024
86.256
89.968
91.216
82.576
86.704
89.648
89.04
82.992
87.28
90.288
88.784
89.872
91.632
93.072
77.616
85.616
83.216
71.472
76.112
77.136
77.008
77.104
79.312
72.432
77.776
69.84
82.704
74.416
75.216
77.168
82.096
73.616
79.056
79.728
80.784
77.328
76.208
81.872
74.064
79.152
76.816
82.352
76.432
77.328
80.88
84.144
76.4
75.088
77.552
80.208
77.744
78.8
80.528
84.56
75.6
75.824
84.432
76.72
78.704
80.208
85.328
76.336
79.376
78
83.024
74.64
82.032
82.288
79.792
74.768
76.624
80.88
73.2
78.512
73.232
80.912
76.816
79.76
80.016
79.696
76.4
82.16
74.416
79.504
78.544
74.256
81.296
71.568
80.208
79.28
81.648
75.664
81.168
83.6
84.24
77.84
82.192
86.416
77.744
77.52
80.464
85.2
78.352
81.104
76.688
82.416
77.008
76.848
80.912
85.68
74.864
74.928
79.76
73.776
52.784
44.624
45.584
42.448
38.384
48.336
52.976
35.728
40.848
35.696
42.224
33.52
37.808
23.024
33.712
37.296
45.744
44.688
43.344
43.664
51.6
52.048
31.248
36.432
47.248
52.592
48.752
53.296
43.152
48.144
38.736
40.88
50.48
48.432
49.488
58.192
59.76
60.08
55.024
52.848
55.312
50.16
54.288
57.616
58
50.768
56.464
55.248
58.352
52.528
45.04
57.712
49.168
44.976
51.024
37.84
48.944
44.016
54.736
61.456
62.864
70.576
90.512
90.288
83.152
84.976
87.216
88.368
86.16
85.52
90.896
90.832
89.52
91.056
90.352
90.672
92.272
93.456
93.424
93.552
89.04
90.896
93.68
95.28
89.072
90.448
89.136
89.744
92.272
91.376
92.304
91.632
87.056
86.768
88.496
48.88
34.768
45.552
46.352
41.68
38
52.272
61.296
40.176
44.112
48.848
54.8
48.304
28.08
29.648
42.576
43.408
52.496
54.064
51.024
50.96
52.208
57.296
49.04
50.736
51.184
58.288
46.192
41.968
41.904
40.496
38.032
53.456
52.432
55.728
50.832
60.144
62.352
58.672
56.752
58.064
55.6
49.808
54.576
53.84
57.232
54.064
57.104
60.112
58.704
43.024
52.752
56.656
52.176
49.616
39.984
50.48
41.936
54.544
56.88
63.408
66.128
88.176
90.896
94.064
84.848
87.216
90.128
91.6
88.304
88.752
93.072
92.208
92.912
93.392
93.776
95.28
93.584
95.76
95.344
96.72
93.872
95.024
95.792
97.968
93.008
92.656
93.712
93.168
92.528
95.888
94.384
88.656
75.984
72.528
84.624
59.728
55.28
50.512
59.664
51.12
55.376
66.288
72.592
51.664
53.328
56.016
59.28
51.888
57.008
49.456
31.152
29.776
41.008
46.928
49.072
49.968
47.824
57.008
48.816
52.464
56.272
59.6
54.352
58.256
55.12
60.912
51.6
56.432
48.848
54.96
55.408
59.6
61.872
58.608
58.352
56.688
61.424
56.112
56.4
59.76
59.216
51.696
44.208
53.712
60.656
51.952
52.592
49.84
44.304
43.856
57.264
59.856
51.152
54.928
57.36
60.816
63.088
90.224
92.112
92.688
70.928
79.408
87.792
87.44
76.816
84.496
85.744
86.672
81.936
88.464
90.256
82.608
90.8
85.36
91.888
85.264
84.944
88.24
91.92
89.296
87.76
86
87.92
82.768
83.376
88.048
86.384
83.888
83.376
85.36
81.264
60.24
38.032
37.488
40.656
35.952
30.672
44.976
53.712
39.696
41.52
47.44
48.272
18.64
32.528
37.872
43.408
54.096
55.44
54.352
52.784
52.88
55.024
60.816
51.6
54.512
49.392
60.144
47.28
55.056
53.808
58.992
50.992
56.56
53.104
42.224
42.96
61.712
62.448
55.312
53.424
53.36
54.8
48.4
52.432
55.632
57.808
60.144
58.096
40.88
54.512
50.864
54.064
56.496
42.576
45.648
48.304
60.368
51.472
54.16
58.832
59.728
63.248
72.656
89.904
94.736
85.552
86.384
89.552
92.72
87.376
88.048
79.664
77.52
86.672
89.616
80.4
89.744
85.776
87.984
85.68
90.992
88.72
84.848
89.488
88.4
88.368
81.84
86.864
87.856
89.648
87.824
82.224
62.224
70.992
67.664
75.312
72.112
60.048
53.808
53.648
49.808
42.352
49.552
57.328
38.16
53.872
60.048
61.232
56.624
23.856
38
40.816
44.432
51.568
56.656
51.824
49.456
45.328
42.064
47.952
57.36
49.328
42.8
43.152
52.464
52.88
59.824
50.768
54.896
55.184
57.488
51.856
59.664
53.616
51.344
55.728
52.976
59.952
50.864
54.352
54.096
60.24
52.08
56.784
59.92
59.664
55.824
40.528
55.504
51.056
51.824
53.808
41.648
49.168
44.208
54.768
62.128
55.056
76.816
85.36
91.632
78.64
83.952
85.872
88.816
77.84
77.232
88.688
85.328
87.6
86.672
90.672
80.976
86.8
87.824
91.28
88.016
85.424
87.408
90.576
85.904
88.336
87.504
86.096
84.464
85.328
91.088
85.904
87.824
82.608
84.304
77.168
87.92
85.84
91.6
85.808
86.096
85.232
85.136
85.872
87.6
91.248
84.496
86.032
86.96
91.024
81.776
85.712
89.296
91.088
81.776
86.736
87.28
87.312
84.88
87.696
92.464
84.496
86.48
86.576
92.4
81.008
86.416
88.944
92.112
86.288
86.192
87.44
91.28
83.76
88.912
90.64
87.664
85.04
85.488
90.512
85.328
84.72
88.752
91.088
84.432
86
86.48
90.672
79.376
83.6
90.096
87.12
87.088
85.168
90
84.336
85.072
84.016
88.88
82.992
89.488
79.536
85.232
81.52
85.136
84.304
84.848
85.904
85.84
89.936
86.864
85.584
87.888
92.304
83.632
86.16
87.472
91.344
79.6
88.048
88.464
88.912
85.04
87.312
88.656
88.624
85.744
86.608
91.216
78.704
76.176
82.768
59.92
51.024
34.416
37.456
32.464
51.856
46.128
47.664
38.8
46.992
38.416
32.208
15.376
35.312
39.408
37.104
38.256
54.704
42.096
49.488
48.272
51.504
45.136
47.12
51.184
53.296
46.384
49.808
58.928
47.632
44.24
46.672
58.64
43.728
46.224
50.704
58.448
39.696
46.128
44.496
44.144
38.768
40.752
50
48.816
45.424
47.056
59.952
47.536
49.744
51.12
40.272
40.208
48.592
53.616
59.152
50.704
54.032
57.584
53.36
50.288
58.544
83.728
79.28
85.168
77.776
83.984
80.112
81.552
82.192
84.4
77.776
83.6
86.608
86.192
82.48
86.16
89.968
82.384
84.464
86.8
89.52
79.664
85.52
86.128
90.672
76.88
84.304
86.704
86.224
81.104
85.136
88.336
78.736
73.52
80.304
49.968
40.304
37.168
36.816
37.936
38.736
45.584
58.064
35.344
44.176
43.696
41.136
52.368
50.416
42.48
48.4
46.64
52.688
17.072
38.448
37.776
47.152
36.016
32.304
45.456
49.008
46.608
48.56
52.272
44.176
48.528
49.616
55.504
46.8
50.416
49.84
55.152
47.632
48.112
44.048
49.36
47.568
50.768
56.784
54.16
56.752
49.776
58.896
50.416
42.576
51.44
61.264
43.248
43.824
49.168
41.328
38.448
52.528
57.2
63.728
55.312
56.528
82.736
82.064
85.872
79.696
84.048
79.728
84.016
83.664
85.424
78.96
85.136
88.912
86.32
85.968
86.8
90.32
84.976
82.576
85.968
89.712
79.952
86.8
85.84
91.536
80.656
84.848
87.376
88.496
86.512
86.832
89.648
77.904
76.016
80.752
57.552
53.136
58.384
65.68
49.968
48.048
51.216
68.976
54.672
52.752
50.256
48.112
50.704
35.632
29.776
24.496
39.856
58.032
44.208
49.136
51.856
57.872
47.536
46.064
52.592
53.712
46.704
42.992
